社員番号,フォロワー数,いいね数
2050409,36,15
2050201,39,996
2049908,68,750
2049809,34,75
2049700,51,72
2049601,106,4293
2049502,123,1261
2049304,64,133
2049007,28,78
2048604,86,450
2048505,70,39
2048406,56,142
2048307,50,26
2048000,41,105
2047904,30,89
2047508,160,1582
2047409,75,2021
2047201,30,68
2047102,31,255
2046808,28,99
2046709,52,215
2046600,43,221
2046402,177,2159
2046303,38,108
2046204,33,103
2046105,82,427
2045702,58,367
2045603,76,311
2045306,97,970
2045009,52,170
2044903,59,270
2044804,45,194
2044705,98,296
2044408,74,387
2044002,32,81
2043906,41,9
2043807,40,160
2043500,61,312
2043401,64,189
2043302,83,1215
2042909,70,145
2042800,48,191
2042107,41,63
2042008,66,107
2041704,51,162
2041605,179,2523
2041506,26,55
2041407,23,86
2041100,18,41
2041001,49,134
2040905,26,6
2040608,35,83
2040400,42,43
2039909,37,959
2039800,62,237
2039602,428,6628
2039503,45,327
2039305,24,88
2039008,50,118
2038902,23,78
2038704,31,4
2038209,52,127
2038100,44,49
2037905,87,583
2037202,96,231
2036809,429,25917
2036700,47,370
2036403,89,308
2036205,15,3
2036106,32,239
2035802,47,203
2035604,105,639
2035505,25,94
2035406,32,136
2035109,16,370
2034904,33,307
2034805,168,4010
2034706,15,52
2034409,62,110
2034201,33,71
2034003,34,123
2033501,47,75
2033204,50,225
2033006,18,55
2032900,32,212
2032801,62,104
2032702,65,129
2032108,16,55
2031705,32,64
2031507,30,77
2031408,45,195
2031101,76,815
2031002,109,651
2030807,37,20
2030401,51,333
2030302,95,368
2030203,220,2740
2030104,21,25
2029900,73,220
2029801,27,69
2029702,54,399
2029603,22,115
2029306,26,22
2029207,32,92
2029009,28,201
2028903,27,187
2028804,27,46
2028606,39,68
2028507,120,1861
2028309,57,191
2028101,29,19
2027906,20,92
2027708,42,256
2027401,34,32
2027203,69,209
2027104,40,127
2027005,88,658
2026909,37,58
2026800,27,32
2026602,43,155
2026404,62,310
2026206,43,126
2026107,89,851
2025902,16,16
2025605,29,147
2025506,97,1107
2025407,60,178
2025308,292,9588
2025209,28,4
2025100,69,165
2025001,157,9008
2024905,39,68
2024707,64,25
2024509,56,203
2024202,43,101
2024103,40,165
2023809,29,39
2023601,112,416
2023403,24,27
2023304,52,453
2023106,49,68
2022901,33,612
2022802,41,93
2022703,26,1
2022604,49,132
2022307,72,96
2022208,40,9
2022109,35,137
2021607,69,808
2021508,385,13623
2021409,81,2144
2021300,33,118
2021201,91,756
2021102,40,130
2021003,42,87
2020907,83,176
2020709,31,70
2020600,61,90
2020006,54,0
2019901,41,621
2019802,29,48
2019604,124,3069
2019505,64,21
2019109,26,0
2019000,40,0
2018805,41,76
2018706,60,863
2018607,31,16
2018201,60,976
2017907,24,50
2017709,45,69
2017600,42,20
2017501,31,49
2017402,53,38
2017303,72,416
2017105,46,103
2016504,63,32
2016405,34,15
2016306,26,5
2016207,52,93
2016108,42,52
2015903,51,204
2015804,56,221
2015408,39,22
2015309,21,0
2015200,41,35
2015101,63,80
2015002,37,1
2014906,68,410
2014807,74,58
2014401,107,568
2014203,44,648
2014104,76,1913
2014005,129,2940
2013909,39,213
2013602,44,81
2013503,87,324
2013305,62,370
2013206,67,248
2013008,98,751
2012902,38,90
2012407,58,310
2012308,82,1519
2012209,31,178
2012100,33,16
2012001,67,234
2011905,40,8
2011806,49,241
2011509,52,85
2011400,113,1948
2011202,189,1848
2011103,244,13963
2011004,33,3
2010908,65,616
2010809,62,31
2010700,16,4
2010601,75,52
2009704,67,39
2009506,57,217
2009407,188,1432
2009209,49,21
2008905,60,80
2008806,31,222
2008707,75,1044
2008608,134,773
2008400,254,11695
2008301,52,1
2008004,53,59
2007908,103,493
2007809,62,49
2007700,47,94
2007601,61,81
2007502,58,26
2007403,63,162
2007304,62,481
2007205,47,26
2006901,104,3422
2006802,35,161
2006703,50,217
2006505,51,112
2006307,63,8
2006208,42,82
2006109,44,45
2005805,77,89
2005706,90,1072
2005607,47,5
2005508,60,945
2005409,30,2
2005003,56,28
2004808,69,768
2004402,29,5
2004303,97,1784
2004105,92,295
2004006,103,214
2003801,28,1
2003702,51,119
2003504,54,162
2003405,53,266
2003207,77,320
2003108,91,80
2002903,31,47
2002705,33,61
2002606,179,4723
2002507,151,1223
2002408,51,180
2002309,77,1362
2002101,188,4082
2002002,39,11
2001807,85,394
2001708,67,182
2001609,110,631
2001401,90,201
2001203,58,144
2001104,54,365
2001005,21,123
2000909,71,147
2000800,71,131
2000404,30,304
2000206,50,262
2000107,113,1354
1957303,289,623
1957105,32,87
1956900,25,108
1956702,93,802
1956405,445,4693
1956306,60,415
1956207,17,7
1956009,44,209
1955903,52,512
1955804,55,127
1955309,63,658
1955200,132,5099
1955002,36,363
1954906,50,153
1954708,22,0
1954609,32,96
1954302,73,123
1954104,35,54
1953909,47,448
1953800,47,303
1953404,70,507
1953206,21,118
1952704,41,109
1952506,23,79
1952308,42,99
1952209,112,3252
1952001,49,288
1951707,73,1220
1951608,127,404
1951301,32,22
1950908,53,155
1950601,190,596
1950502,183,1871
1950304,32,45
1950106,35,95
1949902,113,646
1949506,72,332
1949407,219,1950
1949100,52,399
1949001,47,296
1948509,111,926
1948103,33,309
1947700,34,237
1947601,26,196
1947502,57,201
1947403,32,303
1947205,34,120
1946505,30,109
1946406,17,65
1946307,60,529
1946208,35,161
1945102,32,8
1945003,33,80
1944907,105,634
1944204,112,1269
1944105,43,260
1944006,207,3561
1943603,119,932
1943405,50,104
1943306,109,808
1943108,119,1031
1942507,36,212
1942309,62,145
1942200,66,4
1942101,45,288
1941609,105,432
1941500,45,195
1941302,72,317
1941104,25,382
1940800,52,99
1940701,108,5462
1940305,26,219
1940107,31,2
1940008,108,2124
1939408,125,250
1938708,44,325
1938401,123,922
1937800,28,31
1937701,31,126
1937305,19,102
1937206,135,1466
1936605,45,354
1936506,83,819
1936209,95,720
1936100,79,715
1936001,150,2492
1935608,31,108
1935400,44,175
1935103,55,898
1935004,50,147
1934700,43,32
1934502,103,658
1934403,155,1044
1934304,32,72
1933901,29,17
1933406,76,472
1932508,358,1001
1932300,58,573
1932201,114,1815
1932003,58,1715
1931808,165,5381
1931303,58,181
1930900,177,4609
1930801,64,369
1930702,69,710
1930603,48,96
1930405,101,306
1930306,65,75
1930009,98,283
1929904,258,3346
1929607,37,137
1929003,118,1048
1928907,60,237
1928501,68,855
1928204,24,119
1928006,44,302
1927207,49,237
1927108,72,697
1927009,113,2344
1926705,135,2187
1925807,45,283
1925609,117,1276
1925500,34,164
1925401,227,4240
1925302,55,652
1924800,62,830
1924701,67,89
1924503,57,562
1924107,54,201
1924008,47,96
1923803,41,159
1923704,82,309
1923605,47,185
1923506,54,613
1923407,154,1768
1922806,61,101
1922608,63,350
1922202,67,211
1922004,72,253
1921908,31,42
1921601,58,305
1921502,51,138
1921007,104,313
1920109,43,151
1919806,47,143
1919707,52,70
1919608,38,8
1919400,31,8
1919301,175,812
1919202,47,83
1918601,87,1092
1918502,40,5
1918304,45,111
1918205,41,88
1918007,112,830
1917505,105,509
1917307,81,71
1917000,165,4622
1916805,22,6
1916607,30,37
1916508,127,1372
1916201,25,5
1915808,57,314
1915709,97,163
1915402,44,70
1915303,30,3
1915204,27,14
1915105,58,120
1914405,27,10
1914108,25,35
1913903,34,64
1913804,43,18
1913705,47,206
1913507,40,95
1913408,84,1148
1913101,29,27
1912807,96,135
1912401,64,11
1912203,29,19
1912104,25,14
1912005,128,865
1911909,41,391
1911800,46,40
1911602,36,9
1911305,43,228
1911206,41,27
1911107,241,4924
1911008,80,720
1910704,148,2190
1910605,52,569
1910506,91,986
1910407,59,251
1910209,26,0
1909708,91,2822
1909302,66,273
1909203,76,122
1909104,57,38
1909005,37,88
1908602,53,94
1908404,53,347
1908305,36,55
1908206,128,3186
1908008,49,192
1907803,68,141
1907506,41,168
1907100,40,245
1907001,50,43
1906905,97,337
1906608,84,247
1906202,32,4
1906004,44,68
1905908,119,1319
1905700,42,47
1905601,66,174
1905502,51,264
1905403,79,1877
1905304,69,6
1905205,42,31
1905106,79,453
1905007,86,1115
1904802,77,258
1904703,145,1650
1904604,37,6
1904307,54,167
1904000,83,685
1903904,54,215
1903805,44,44
1903706,61,271
1903508,38,253
1903409,64,511
1903102,42,74
1903003,76,375
1902303,75,807
1902204,179,2851
1902105,62,288
1901900,320,3205
1901603,47,41
1901405,47,1658
1901306,200,2140
1901207,62,135
1901108,66,161
1900804,42,80
1900606,58,270
1900309,33,51
1900101,104,204
1853605,154,3857
1853209,58,364
1852608,33,76
1852509,26,144
1852400,99,601
1852202,294,921
1851908,54,555
1851809,32,81
1851700,18,69
1851502,55,231
1850901,65,416
1849707,86,517
1849608,16,0
1848908,69,941
1848809,58,268
1848601,94,1025
1848403,41,316
1847901,66,463
1847802,91,779
1847505,89,303
1847406,49,299
1847109,63,711
1847000,57,523
1846300,51,138
1846201,38,343
1846102,31,197
1846003,143,1590
1845600,92,450
1845402,43,178
1845303,36,167
1845105,101,762
1844702,34,82
1844603,74,590
1844504,133,2208
1844306,66,426
1844108,43,147
1844009,27,85
1843903,42,264
1843804,49,106
1843507,46,246
1843309,86,510
1843200,73,546
1843002,94,953
1842609,48,144
1842401,244,2642
1842104,148,1240
1842005,35,25
1841800,147,1538
1841503,49,149
1841305,229,8346
1841206,71,515
1841107,97,491
1841008,67,259
1840902,134,1252
1840704,31,44
1840605,218,8558
1839708,23,80
1839500,53,176
1839401,74,787
1839302,85,316
1838404,24,11
1838107,76,303
1837803,42,356
1837605,38,288
1837506,130,599
1837209,28,851
1837100,45,13
1836509,106,736
1836301,54,123
1835908,219,1787
1835601,67,791
1835502,52,50
1834901,63,1039
1834802,73,616
1834703,36,184
1834604,157,437
1834505,67,93
1834208,91,1330
1834109,26,105
1833607,83,662
1833102,49,1449
1833003,224,3451
1832501,51,731
1832402,47,109
1832105,86,420
1832006,106,1924
1831900,47,184
1831801,262,19941
1831603,351,6698
1831405,80,401
1831108,38,50
1831009,209,5532
1830804,71,147
1830309,206,1280
1830200,134,2772
1830002,56,356
1829907,45,133
1829808,31,130
1829600,36,121
1829501,59,141
1829402,97,696
1828900,46,249
1828801,38,64
1828504,81,1960
1827408,53,776
1827309,100,386
1826906,211,5899
1826302,51,458
1825305,33,465
1825206,104,1206
1825008,17,0
1824902,44,240
1824308,98,1447
1824100,42,58
1823905,50,297
1823806,52,20
1823707,90,1063
1823509,102,907
1823301,44,103
1823103,57,177
1822809,53,132
1822502,227,1631
1822403,67,243
1821406,46,58
1820904,65,415
1820409,212,438
1820300,27,31
1820201,26,105
1819908,32,13
1819809,41,24
1819502,34,65
1819403,105,579
1819007,47,10
1818901,31,238
1818703,40,20
1817607,34,280
1817409,46,37
1816808,58,211
1816501,46,90
1816402,74,183
1816105,77,687
1815801,76,81
1815603,84,243
1815504,38,221
1815405,52,12
1815306,47,35
1814903,58,261
1814705,66,137
1814408,37,483
1814309,117,586
1814200,66,137
1814002,30,586
1813708,81,273
1813104,57,387
1813005,31,29
1812701,81,185
1812602,35,0
1812305,85,140
1812107,180,3132
1811902,30,17
1811803,23,33
1811704,44,13
1811605,195,1356
1811506,53,20
1811407,46,201
1811308,55,456
1810905,71,1515
1810806,165,1589
1810509,57,205
1810202,58,260
1809909,34,451
1809800,157,2677
1809701,37,16
1809206,82,221
1808902,54,159
1808506,85,230
1808407,62,1052
1808308,75,415
1808209,81,1468
1808100,55,113
1807905,92,8999
1807608,83,485
1807400,24,124
1806908,79,1673
1806809,174,2003
1806502,54,256
1806205,92,370
1806106,100,389
1805505,136,2057
1805208,25,0
1805109,47,88
1804508,59,1254
1804300,107,206
1804201,44,86
1803709,75,828
1803600,41,112
1803303,58,396
1803006,102,306
1802702,28,5
1802603,69,333
1802108,51,56
1801903,89,224
1801705,25,21
1801507,107,123
1801408,63,119
1801309,43,168
1801002,290,5178
1800708,80,992
1800401,56,15
1800302,25,21
1800203,27,39
1800104,71,2467
1749304,191,8525
1748901,54,236
1748802,59,1296
1748505,416,786
1748406,57,271
1748208,68,51
1747607,38,875
1746303,43,168
1746105,130,932
1745900,31,87
1745504,48,132
1744804,139,162
1744705,75,965
1744408,99,1561
1744200,44,241
1743906,102,243
1743807,53,231
1743708,36,73
1743500,94,1146
1742503,93,2013
1742404,64,341
1742305,98,1650
1742008,80,3184
1741506,88,470
1741209,51,179
1740806,65,783
1740509,144,3456
1737905,118,423
1737509,75,348
1737301,57,1149
1737202,73,318
1737004,66,410
1736502,70,204
1736205,36,35
1735604,270,1359
1735208,91,533
1734904,93,1132
1734706,95,2118
1734508,59,138
1734409,134,1620
1734201,41,216
1734102,127,2809
1733808,38,74
1733709,56,25
1733303,179,1409
1733006,204,2898
1732900,52,100
1732801,74,390
1732603,159,2226
1731804,47,72
1731606,36,123
1731507,328,16305
1731408,153,567
1731002,111,927
1730807,208,606
1730500,103,1606
1730401,185,5422
1729801,93,211
1729405,51,311
1729306,49,385
1729207,140,334
1728705,89,578
1728606,46,300
1728408,103,1764
1728309,230,3705
1728101,34,49
1728002,58,698
1727005,116,386
1726909,167,3211
1726602,73,235
1726107,351,3359
1725902,86,508
1725704,71,210
1725308,48,263
1725100,51,388
1725001,140,2978
1724509,315,4646
1723908,474,1997
1723809,106,1193
1722406,302,685
1722109,38,218
1722000,71,1747
1721904,156,715
1721607,55,50
1721300,43,12
1720907,52,31
1720709,43,130
1720600,52,108
1720402,60,169
1720303,104,377
1720204,42,173
1720105,135,4099
1719604,141,477
1719505,78,82
1719307,196,849
1718904,53,54
1718805,41,531
1718706,70,48
1718300,51,37
1717709,93,837
1717501,66,391
1717402,64,121
1717204,121,244
1717105,59,96
1717006,93,298
1716702,172,1041
1716504,79,1172
1716306,91,339
1716108,59,13
1715804,113,654
1715101,170,4196
1715002,47,148
1714708,224,3116
1714609,118,439
1714005,50,7
1713602,43,45
1712902,79,61
1712704,114,275
1712506,151,1983
1711806,42,63
1711707,63,113
1710809,86,162
1710700,65,224
1710601,56,237
1710403,62,482
1710205,309,2223
1709704,72,71
1709506,60,24
1709407,181,239
1709308,99,475
1709209,38,190
1709001,64,117
1708905,219,2340
1708608,76,63
1708400,118,1206
1708103,58,12
1707908,115,1770
1707809,48,5
1707700,57,28
1707502,217,817
1707205,34,33
1707106,57,26
1706703,57,12
1706406,57,422
1706307,75,630
1706208,233,128
1706000,64,214
1704907,243,1292
1704709,47,110
1704501,163,1001
1704105,262,13243
1703801,71,257
1703702,128,2595
1703405,36,4
1703207,80,869
1702606,94,161
1702408,92,234
1702309,129,2031
1702200,178,4646
1702101,152,2708
1701807,53,56
1701609,82,1845
1701500,88,271
1701401,69,231
1701302,116,525
1700602,161,3124
1700404,80,720
1700107,52,11
1603883,122,494
1603861,278,1355
1603855,53,3368
1603849,71,1080
1603811,33,116
1603700,253,3850
1603699,184,2024
1603627,174,1456
1603611,109,824
1603499,152,1330
1603483,86,654
1603433,255,1354
1603405,244,2805
1603350,33,114
1603338,66,204
1603277,261,1625
1603255,210,2176
1603249,208,463
1603194,177,533
1603172,56,250
1603100,221,392
1602984,215,531
1602978,53,141
1602940,60,204
1602928,183,851
1602912,50,184
1602889,58,212
1602867,353,4774
1602845,48,106
1602778,57,324
1602762,70,1025
1602740,51,220
1602728,250,1707
1602689,110,604
1602651,114,1435
1602623,84,948
1602617,322,7720
1602601,166,536
1602578,38,72
1602556,67,228
1602540,45,148
1602506,172,290
1602489,38,312
1602467,73,170
1602451,281,56026
1602445,96,533
1602439,85,960
1602384,34,172
1602334,302,2009
1602312,58,524
1602251,45,120
1602245,138,1835
1602239,109,215
1602162,63,310
1602140,69,193
1602095,145,487
1602073,56,179
1602051,78,444
1602017,131,1031
1601902,81,644
1601891,101,652
1601885,36,527
1601774,136,2743
1601768,23,120
1601730,91,179
1601580,66,487
1601530,242,1080
1601518,33,99
1601502,100,928
1601491,44,77
1601457,45,53
1601441,40,172
1601435,52,132
1601413,90,53
1601396,71,210
1601368,53,34
1601330,146,3298
1601285,29,8
1601279,35,104
1601235,53,81
1601229,32,28
1601196,24,26
1601168,137,1369
1601130,59,96
1601085,73,382
1601079,149,3602
1601029,64,160
1601007,231,3064
1600936,64,112
1600875,41,63
1600847,90,1063
1600758,54,91
1600742,220,4791
1600720,75,48
1600714,178,2794
1600647,127,911
1600625,93,1057
1600592,146,538
1600564,196,1384
1600542,224,4619
1600497,219,3305
1600447,47,52
1600419,69,10
1600386,40,23
1600342,413,3009
1600308,35,75
1600297,63,90
1600275,108,943
1600225,49,24
1600192,198,2019
1600186,53,78
1600120,119,1404
1600081,124,1288
1600075,175,2566
1502932,207,3109
1502843,233,1600
1502809,68,182
1502798,56,98
1502760,343,2837
1502726,35,229
1502710,74,231
1502687,52,53
1502643,64,1586
1502637,141,495
1502598,237,729
1502582,80,622
1502526,162,1828
1502493,92,2568
1502487,226,1029
1502465,212,1372
1502437,149,1107
1502332,56,231
1502310,79,1119
1502287,109,323
1502271,89,754
1502215,302,1846
1502087,643,13498
1502037,12,0
1501922,28,59
1501849,332,6876
1501811,136,1865
1501572,30,19
1501544,15,9
1501516,27,158
1501477,18,16
1501405,32,93
1501255,36,48
1501172,65,100
1501049,26,36
1501011,30,776
1500889,240,4635
1500839,112,391
1500823,86,686
1500790,16,1
1500728,34,523
1500673,150,4131
1500623,32,21
1500562,29,6
1500356,218,3527
1500267,46,85
1500251,163,1623
1500089,62,569
1402863,470,9691
1402691,140,5
1402663,267,2415
1402629,241,2355
1402441,37,3215
1402229,30,5
1402196,43,167
1402174,76,723
1402152,24,107
1402079,117,2192
1402063,31,109
1402057,15,5
1401992,406,5250
1401986,15,145
1401958,31,26
1401920,35,43
1401770,54,59
1401592,354,5115
1401536,28,32
1401481,164,901
1401419,20,43
1401386,212,461
1401364,106,1468
1401336,33,36
1401297,59,284
1401281,44,119
1401253,24,22
1401186,72,2542
1401142,13,14
1401114,136,1799
1401108,27,150
1400887,70,69
1400865,173,773
1400798,104,603
1400782,143,295
1400776,104,445
1400726,52,322
1400687,41,3
1400659,150,1437
1400637,69,95
1400582,77,281
1400560,18,0
1400532,17,0
1400471,22,58
1400459,154,1765
1400421,83,854
1400376,32,31
1400354,295,3862
1400287,214,4215
1400265,209,2026
1400215,38,1658
1400182,410,3753
1400154,223,1345
1400093,51,293
1400037,30,43
1310527,194,830
1310450,12,0
1310422,466,70031
1310399,301,11265
1310377,47,154
1310349,17,3
1305102,40,264
1305079,22,132
1305029,134,3302
1304986,77,618
1304970,127,1449
1304697,19,24
1304675,271,4518
1304625,64,748
1304592,125,2573
1304520,169,4000
1304364,129,1959
1304336,115,280
1304203,21,15
1304158,27,3
1304081,13,36
1303910,163,4916
1303809,50,334
1303754,115,75
1303621,43,152
1303560,39,70
1303554,18,10
1303532,17,26
1303510,35,6
1303265,23,25
1303176,22,62
1303160,75,597
1303015,38,211
1302899,90,1252
1302883,25,18
1302833,121,1365
1302700,242,1372
1302588,118,664
1302544,32,216
1302299,42,1412
1302255,39,226
1302249,26,63
1302188,295,11640
1302172,45,46
1302166,44,46
1302138,19,33
1302055,54,109
1301984,26,89
1301928,13,12
1301895,77,1258
1301817,18,20
1301740,40,61
1301645,57,219
1301562,101,867
1301512,27,41
1301473,213,457
1301312,82,1127
1301306,43,80
1301273,161,1273
1301239,100,673
1301140,301,2386
1301089,52,96
1301073,35,0
1301017,16,3
1300974,82,995
1300891,131,1611
1300857,30,42
1300780,72,1568
1300718,198,2367
1300679,42,95
1300580,84,848
1300546,21,44
1300485,34,23
1300374,147,4649
1300368,26,103
1300318,23,35
1300302,60,248
1300257,37,149
1300207,64,192
1300130,156,1261
1300102,81,940
1300091,65,157
1210836,300,2900
1208079,23,70
1208057,68,191
1208007,42,24
1207958,19,346
1207819,33,120
1207603,309,13499
1207447,15,8
1207431,276,3511
1207231,312,3592
1207170,85,1603
1207047,146,1552
1206976,18,8
1206932,34,80
1206926,11,1
1206904,33,57
1206893,31,178
1206887,17,0
1206748,12,0
1206532,19,131
1206526,497,10277
1206510,25,23
1206093,209,720
1206065,72,614
1205988,33,129
1205938,35,33
1205655,20,0
1205633,147,8308
1205572,31,146
1205544,34,129
1205522,52,253
1205500,43,172
1205483,21,8
1205455,47,123
1205433,18,0
1205427,40,660
1205372,22,3
1205299,51,1179
1205283,25,152
1205249,200,587
1205099,115,1117
1205049,22,88
1204940,74,306
1204906,67,144
1204695,162,533
1204651,12,0
1204584,162,2992
1204489,32,162
1204356,37,46
1204334,34,122
1204273,106,107
1204128,135,731
1204017,23,5
1203796,83,5977
1203641,309,931
1203629,82,849
1203596,29,18
1203524,198,1616
1203518,15,0
1203441,89,345
1203291,21,14
1203263,13,0
1203174,254,1894
1203091,21,91
1202908,57,30
1202453,162,1726
1202425,106,7998
1202386,36,81
1202308,40,121
1202231,293,1666
1202225,17,18
1202203,79,409
1202075,139,4256
1201926,30,264
1201871,24,42
1201865,148,8641
1201843,20,18
1201643,68,281
1201637,46,148
1201560,336,3903
1201532,16,6
1201510,29,3
1201465,27,24
1201304,118,3315
1201259,30,9
1201176,85,240
1201093,32,86
1201087,261,1867
1201009,34,118
1200972,18,5
1200922,27,2
1200833,25,9
1200677,37,29
1200499,33,91
1200483,31,889
1200411,126,923
1200372,20,0
1200366,30,54
1200283,27,123
1200233,60,378
1200211,36,90
1200205,31,61
1200144,276,4702
1200083,17,59
1200077,106,2714
1117848,37,106
1117454,408,1219
1109326,35,5349
1109176,14,28
1108944,40,53
1108938,35,126
1108877,26,14
1108805,146,377
1108794,37,49
1108699,45,209
1108677,247,6853
1108449,14,53
1108405,17,0
1108394,282,2458
1108283,219,114
1108277,53,727
1108188,86,1598
1108077,45,267
1107984,8,0
1107845,35,40
1107639,162,1663
1107540,42,10
1107528,34,32
1107512,10,0
1107439,16,4
1107417,37,559
1107384,236,5324
1107334,188,1068
1107328,13,1
1107289,37,147
1107245,29,113
1107178,35,79
1105914,61,373
1105897,15,936
1105586,45,250
1105536,132,7115
1105508,68,2288
1105392,32,59
1105186,39,63
1105136,16,6
1105097,126,1444
1104932,32,15
1104837,9,299
1104776,31,131
1104754,432,3542
1104710,16,35
1104582,14,2
1104360,12,0
1104271,21,48
1104065,72,648
1104021,18,37
1103944,38,234
1103855,81,1548
1103700,7,1
1103677,14,0
1103649,36,7
1103633,61,1041
1103566,233,2089
1103550,346,9259
1103516,27,518
1103461,89,985
1103455,34,159
1103449,48,274
1103388,140,128
1103350,19,341
1103344,20,131
1103283,29,53
1103261,36,182
1103249,122,755
1103049,19,16
1103011,340,4176
1102990,31,55
1102984,69,157
1102928,11,0
1102906,36,17
1102889,29,183
1102801,38,101
1102651,21,14
1102562,191,601
1102423,17,0
1102328,125,4987
1102239,28,559
1102223,27,14
1101996,197,2586
1101841,27,243
1101679,25,4
1101641,18,15
1101580,91,2148
1101485,34,83
1101457,240,2916
1101368,39,176
1101302,16,25
1101257,29,28
1101241,91,1294
1101229,678,7868
1101196,144,1462
1101118,342,6523
1101041,41,121
1100942,20,1
1100936,16,50
1100908,54,270
1100803,220,1234
1100742,30,3
1100714,130,181
1100669,56,43
1100453,35,129
1100431,81,55
1100425,50,118
1100136,19,0
1100053,90,1485
1009524,15,128
1008914,97,1863
1008825,45,3951
1008792,48,134
1008447,73,388
1008097,103,11
1008025,32,66
1006966,67,883
1006938,263,1197
1006922,349,5604
1006788,32,104
1006766,14,5
1006605,18,9
1006594,238,3522
1006588,256,1296
1006566,17,0
1006499,35,193
1006261,8,64
1006233,15,4
1006144,20,24
1006027,226,1449
1005401,16,238
1005017,242,598
1004857,9,62
1004746,18,15
1004724,30,14
1004679,38,26
1004663,32,666
1004546,34,18
1004491,27,31
1004463,48,580
1004413,128,1
1004380,46,325
1004330,22,46
1004291,83,827
1004118,57,3543
1003970,125,245
1003825,249,6540
1003786,93,470
1003758,55,735
1003681,26,34
1003675,25,18
1003603,196,137
1003570,15,57
1003536,111,445
1003425,32,119
1003314,56,81
1003281,227,906
1003225,45,353
1003192,155,3807
1003158,84,572
1002910,25,30
1002837,22,48
1002809,263,3253
1002615,47,149
1002560,46,551
1002504,28,172
1002459,286,22373
1002415,28,909
1002382,51,136
1002360,15,15
1002160,40,136
1002148,26,22
1002065,23,18
1002059,38,25
1002009,22,6
1001877,137,785
1001827,34,8
1001716,146,11721
1001700,9,3
1001594,306,6286
1001499,9,334
1001372,99,811
1001366,52,120
1001350,77,337
1001338,28,291
1001255,13,699
1001083,37,91
1000978,27,5
1000956,12,3022
1000790,68,1348
1000740,34,109
1000651,50,416
1000512,30,115
1000473,246,2297
1000445,43,53
1000417,34,47
1000401,29,458
1000390,40,80
1000289,37,40
1000251,108,2019
1000239,230,1054
1000162,33,72
1000140,79,672
1000134,58,670
907212,115,1243
906468,393,6030
906391,29,532
906268,226,704
906157,13,2
906068,18,231
905947,242,1673
905858,277,1314
905747,281,8522
905636,40,150
905581,20,6
905531,84,541
905119,224,2754
905036,13,1
904937,83,54
904848,12,5
904832,177,840
904810,189,576
904410,19,180
904387,57,180
904343,22,22
904254,25,330
904232,31,72
904210,28,32
904137,156,3941
904121,48,117
904054,12,0
903955,54,764
903911,246,832
903872,253,549
903694,208,541
903527,80,863
903383,20,13
903333,365,6805
903305,14,7
903288,150,2382
903222,94,341
903149,49,3548
902945,13,2
902923,141,110
902840,21,172
902773,124,150
902745,200,633
902484,26,27
902412,357,3899
902406,38,1030
902301,36,99
902234,26,157
902189,35,406
901963,177,2342
901874,39,148
901868,211,466
901791,112,1039
901785,54,261
901668,109,1341
901618,38,259
901591,92,6275
901579,203,76
901446,14,0
901296,31,93
901141,41,66
901129,30,71
901074,21,18
901030,24,45
901024,45,29
900969,42,464
900886,22,6
900814,317,4760
900797,161,3145
900781,68,440
900719,405,4086
900608,45,92
900581,210,3349
900575,44,181
900553,146,35
900525,122,2860
900519,11,0
900470,40,102
900414,33,97
900397,105,745
900319,28,72
900220,179,9464
900169,221,19
900058,467,10721
805234,28,36
804913,428,10674
804391,513,34054
804335,27,7
804313,20,242
804307,22,17
804052,120,978
803836,18,2
803769,20,22
803636,38,269
803581,38,64
803436,300,2841
803375,42,613
803353,150,14
802959,370,17442
802915,20,33
802759,122,80
802709,55,253
802654,201,2584
802343,30,45
802337,19,163
802032,23,9
801888,449,6609
801850,35,25
801844,20,58
801749,14,1
801672,60,123
801383,138,2518
801266,309,4340
801133,72,778
800945,108,992
800923,18,106
800917,12,5
800828,202,2244
800717,20,2
800628,37,5184
800551,212,110
800523,51,207
800456,108,486
800428,275,1140
800290,29,4
800240,58,125
800189,25,141
800167,207,2751
800151,179,266
800056,82,314
800040,90,147
800028,31,78
702985,1425,30073
702674,47,13
702230,78,1443
702024,17,27
701925,81,618
701886,70,47
701725,196,1697
701642,91,519
701597,45,199
701575,88,639
701525,10,0
701492,13,83
701464,162,1392
701397,320,4847
701347,327,316
700898,40,25
700632,33,355
700610,12,0
700543,26,92
700537,204,291
700371,42,47
700359,294,2165
700226,12,46
602961,35,493
602777,17,98
602622,329,11433
602616,32,221
602327,17,14
602294,46,86
601290,44,139
601151,263,1009
601123,13,0
601034,407,11196
505927,357,4992
505616,68,916
505466,1084,23893
505422,34,72
505416,13,0
505349,30,65
505294,205,2320
505183,29,204
505105,96,826
504856,401,4129
504751,41,950
504723,68,388
504139,15,165
503963,253,5719
503630,53,221
503313,59,470
503141,194,10889
503107,24,67
503052,83,918
503024,15,27
502842,187,1074
502397,39,178
502197,290,6399
501993,46,66
501943,14,22
501537,35,65
501476,181,2643
501298,240,188
501010,24,2
500616,58,170
500577,48,6
500549,38,74
500327,21,39
500050,279,377
402545,84,550
402456,413,6289
402434,233,978
402284,318,1955
402262,41,109
402256,242,3893
402206,222,1341
401935,173,392
401929,179,3206
401874,132,4
401624,29,23
401280,393,5037
